month,escola,slug,tutores,second_tutor,docs_fiscais (15_dias),mensagens (7_dias),atividades (7_dias),relatorios_diarios (7_dias),avaliacoes (7_dias),menus (7_dias),eventos (15_dias)
Jan,100 + Centro de Estudos de Murça,https://centrodeestudosdemurca.educabiz.com,49.0,0.0,31.0,14.0,0.0,78.0,0.0,0.0,0.0
Jan,8Tempos-Associação Cultural,https://8tempos.educabiz.com,0.0,0.0,94.0,108.0,0.0,0.0,0.0,0.0,0.0
Jan,ABLA,https://abla.educabiz.com,411.0,104.0,152.0,1988.0,3.0,490.0,0.0,5.0,0.0
Jan,Abrigo Infantil das Laranjeiras - SCMSJM,https://abrigoinfantildaslaranjeiras.educabiz.com,87.0,0.0,0.0,217.0,18.0,193.0,0.0,0.0,0.0
Jan,Academia CIPE,https://eborlandia.educabiz.com,0.0,0.0,144.0,93.0,0.0,0.0,0.0,0.0,0.0
Jan,Academia da Alegria - Escola da Floresta,https://academiadaalegria2.educabiz.com,80.0,7.0,11.0,283.0,1.0,128.0,0.0,0.0,0.0
Jan,Academia das Letras,https://academiadasletras.educabiz.com,0.0,0.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0
Jan,Academia de Inglês,https://academiadeingles.educabiz.com,82.0,0.0,119.0,68.0,3.0,59.0,0.0,0.0,0.0
Jan,"Academia do Estudo de Gueifães ""O Matraquinas""",https://academia-do-estudo-de-gueifaes-e-babysitting.educabiz.com,7.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0
Jan,Academia do Sorriso,https://academiadosorriso.educabiz.com,34.0,1.0,120.0,19.0,0.0,0.0,0.0,0.0,0.0
Jan,Academia dos Peixinhos,https://academiadospeixinhos.educabiz.com,64.0,11.0,86.0,438.0,0.0,147.0,0.0,0.0,0.0
Jan,Academia dos Pimpolhos,https://academiadospimpolhos.educabiz.com,127.0,58.0,0.0,1387.0,0.0,443.0,0.0,3.0,0.0
Jan,Academia Morangos Damaia,https://morangosdamaia.educabiz.com,10.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
Jan,"Academia Ramos Pinto ""O Papagaio""",https://academiaramospintoopapagaio.educabiz.com,180.0,15.0,123.0,630.0,8.0,279.0,0.0,0.0,1.0
Jan,Academia Sonhar e Crescer,https://academiasonharecrescer.educabiz.com,83.0,8.0,0.0,669.0,7.0,172.0,0.0,0.0,0.0
Jan,Academia TPC,https://academiatpc.educabiz.com,46.0,2.0,30.0,207.0,0.0,0.0,0.0,0.0,0.0
Jan,ACARF,https://acarf.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,A CAsA,https://acasa.educabiz.com,7.0,0.0,69.0,18.0,0.0,0.0,0.0,0.0,0.0
Jan,A Casa do Coelhinho,https://acasadocoelhinho.educabiz.com,46.0,3.0,30.0,50.0,0.0,78.0,0.0,0.0,0.0
Jan,A Casinha Brincalhona,https://casinhabrincalhona.educabiz.com,42.0,6.0,27.0,121.0,1.0,88.0,0.0,0.0,0.0
Jan,ACD da Chelagoense,https://chelagoense.educabiz.com,434.0,40.0,381.0,1256.0,3.0,464.0,0.0,0.0,0.0
Jan,A Chiquinha,https://associacao-infantario-jardim-de-infancia-chiquinha.educabiz.com,38.0,1.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0
Jan,A Chupeta,https://achupeta.educabiz.com,78.0,18.0,37.0,266.0,5.0,178.0,0.0,0.0,0.0
Jan,A Cidade dos Brinquedos,https://cidadedosbrinquedos.educabiz.com,360.0,29.0,423.0,601.0,1.0,919.0,0.0,0.0,0.0
Jan,ACIJR,https://acijr.educabiz.com,160.0,38.0,0.0,591.0,0.0,454.0,0.0,3.0,0.0
Jan,ACIP Saúde - Joane,https://acip-joane.educabiz.com,80.0,0.0,132.0,83.0,0.0,18.0,0.0,0.0,0.0
Jan,ACIP Saúde - Lousada,https://acip-lousada.educabiz.com,0.0,0.0,12.0,19.0,0.0,43.0,0.0,0.0,0.0
Jan,A Colmeia das Abelhinhas,https://colmeiadasabelhinhas.educabiz.com,77.0,2.0,57.0,435.0,9.0,267.0,0.0,0.0,0.0
Jan,A Creche da Maria,https://aescoladamaria.educabiz.com,35.0,12.0,43.0,99.0,0.0,95.0,0.0,0.0,0.0
Jan,A Crescer e Já Crescidos,https://crescerejacrescidos.educabiz.com,53.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
Jan,ACR Fornelos,https://acr-fornelos.educabiz.com,326.0,11.0,0.0,88.0,6.0,989.0,0.0,0.0,0.0
Jan,ADCR Ramos Pinto,https://adcrramospinto.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,ADDA,https://adda.educabiz.com,51.0,0.0,116.0,134.0,0.0,0.0,0.0,0.0,0.0
Jan,A. D. Progresso e Vida,https://progressoevida.educabiz.com,69.0,15.0,0.0,576.0,10.0,170.0,0.0,2.0,0.0
Jan,A Escolinha,https://aescolinha.educabiz.com,75.0,5.0,69.0,198.0,0.0,186.0,0.0,0.0,0.0
Jan,AFARIT - Infantário e CATL O Carrocel,https://ocarrocel.educabiz.com,112.0,4.0,89.0,14.0,0.0,331.0,0.0,1.0,0.0
Jan,A Gaivota - Centro Humanitário de Tavira,https://agaivotachtavira.educabiz.com,83.0,3.0,0.0,34.0,0.0,121.0,0.0,0.0,0.0
Jan,A Girafa,https://agirafa.educabiz.com,127.0,21.0,105.0,270.0,7.0,289.0,0.0,0.0,0.0
Jan,AIJICM,https://assijicm.educabiz.com,115.0,43.0,118.0,829.0,0.0,73.0,0.0,0.0,0.0
Jan,AISTN,https://aistn.educabiz.com,194.0,22.0,0.0,1061.0,6.0,619.0,0.0,3.0,2.0
Jan,"AJDS-EducaInvest, Lda.",https://ajds.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,AJEM - Infantário Primaveras,https://primaveras.educabiz.com,118.0,63.0,102.0,167.0,12.0,380.0,0.0,0.0,0.0
Jan,AJPAS,https://ajpas.educabiz.com,25.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
Jan,Alicerce Didático,https://alicercedidatico.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Amadora School,https://amadoraschool.educabiz.com,68.0,15.0,134.0,534.0,0.0,47.0,0.0,0.0,0.0
Jan,AMAR21,https://amar21.educabiz.com,85.0,1.0,9.0,219.0,0.0,9.0,0.0,0.0,0.0
Jan,A Minha Casinha,https://aminhacasinha.educabiz.com,58.0,2.0,0.0,156.0,3.0,66.0,0.0,1.0,0.0
Jan,A Mutualidade de Santa Maria,https://mutualidade.educabiz.com,195.0,21.0,85.0,1173.0,40.0,578.0,0.0,0.0,0.0
Jan,Aniquibébé,https://aniquibebe.educabiz.com,153.0,36.0,0.0,263.0,1.0,189.0,0.0,0.0,0.0
Jan,Anos Verdes Centro de Aprendizagem,https://anosverdes.educabiz.com,59.0,0.0,56.0,152.0,1.0,112.0,0.0,0.0,0.0
Jan,APDIS,https://apdis.educabiz.com,59.0,10.0,51.0,112.0,23.0,115.0,0.0,0.0,0.0
Jan,A.P.D.R.B. – CI Moinho de Vento,https://apdrb.educabiz.com,187.0,13.0,0.0,830.0,4.0,354.0,0.0,7.0,2.0
Jan,APECPOUSOS,https://apecpousos.educabiz.com,54.0,4.0,103.0,25.0,0.0,0.0,0.0,0.0,0.0
Jan,APEECV,https://apeecv.educabiz.com,11.0,0.0,35.0,50.0,0.0,0.0,0.0,0.0,1.0
Jan,APEE JI de Samo Vila Cova,https://jisamovilacova.educabiz.com,57.0,0.0,56.0,187.0,0.0,0.0,0.0,0.0,0.0
Jan,APEE Malvarosa,https://apeemalvarosa.educabiz.com,245.0,10.0,213.0,570.0,0.0,0.0,0.0,0.0,0.0
Jan,APPA,https://appa.educabiz.com,105.0,29.0,51.0,295.0,0.0,283.0,0.0,0.0,2.0
Jan,Aprender À Grande,https://aprender-a-grande.educabiz.com,33.0,3.0,5.0,106.0,0.0,0.0,0.0,0.0,0.0
Jan,A Previdência Portuguesa,https://jipp.educabiz.com,127.0,64.0,72.0,1027.0,0.0,336.0,0.0,0.0,0.0
Jan,APROS,https://apros.educabiz.com,72.0,4.0,0.0,86.0,0.0,47.0,0.0,0.0,1.0
Jan,A. P. S. P. BAIRRO DO ALEIXO,https://apspbairroaleixo.educabiz.com,0.0,0.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0
Jan,AP Vila d'Este,https://apviladeste.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Aquarium Coimbra,https://aquariumcoimbra.educabiz.com,138.0,74.0,61.0,450.0,0.0,408.0,0.0,0.0,2.0
Jan,Aqui Há Ama,https://aquihaama.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Armazém 4,https://armazem4.educabiz.com,93.0,6.0,58.0,159.0,0.0,49.0,0.0,0.0,2.0
Jan,ARPIAC - Creche Amor Perfeito,https://amorperfeito.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Arte de Crescer,https://artedecrescer.educabiz.com,73.0,2.0,66.0,274.0,7.0,230.0,0.0,0.0,0.0
Jan,ArteRitmo,https://arteritmo.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,ASAS Ponte do Rol,https://asasponterol.educabiz.com,36.0,0.0,14.0,248.0,8.0,119.0,0.0,0.0,0.0
Jan,A Semente - Centro Humanitário de Tavira,https://asementechtavira.educabiz.com,107.0,24.0,0.0,293.0,2.0,167.0,0.0,0.0,0.0
Jan,AS Formação,https://asformacao.educabiz.com,143.0,40.0,42.0,564.0,0.0,151.0,0.0,0.0,0.0
Jan,ASR Guerra Junqueiro,https://crechemaemaria.educabiz.com,55.0,12.0,14.0,279.0,0.0,159.0,0.0,0.0,0.0
Jan,ASSCDRANS,https://asscdrans.educabiz.com,102.0,1.0,225.0,602.0,3.0,166.0,0.0,0.0,0.0
Jan,Ass. das Creches de S. Vicente de Paulo,https://osol.educabiz.com,83.0,4.0,88.0,28.0,1.0,0.0,0.0,0.0,0.0
Jan,A. S. S. de Benfica do Ribatejo,https://assbr.educabiz.com,38.0,5.0,0.0,4.0,3.0,121.0,0.0,2.0,0.0
Jan,ASSOALFRA,https://assoalfra.educabiz.com,100.0,5.0,0.0,416.0,3.0,111.0,0.0,0.0,2.0
Jan,Associação Abraço,https://abraco.educabiz.com,53.0,3.0,13.0,300.0,0.0,87.0,0.0,1.0,1.0
Jan,Associação Amigos da Damaia,https://aad.educabiz.com,89.0,1.0,0.0,300.0,2.0,230.0,0.0,0.0,0.0
Jan,ASSOCIAÇÃO CULTURAL SOCIAL FREGUESIA DE PANOIAS,https://acsfpanoias.educabiz.com,17.0,0.0,0.0,6.0,2.0,52.0,0.0,0.0,0.0
Jan,Associação de Fomento Amarense,https://afa-ipss.educabiz.com,89.0,4.0,15.0,82.0,5.0,161.0,0.0,2.0,0.0
Jan,Associação de Solidariedade Social de Travanca,https://associacao-de-solidariedade-social-de-travanca.educabiz.com,0.0,0.0,39.0,48.0,0.0,0.0,0.0,0.0,0.0
Jan,Associação Feijoeiro Mágico,https://infantariosvicente.educabiz.com,106.0,21.0,365.0,375.0,0.0,274.0,0.0,0.0,0.0
Jan,Associação Flic-Flac,https://flic-flac.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Associação Humanidades,https://humanus.educabiz.com,34.0,4.0,21.0,64.0,0.0,78.0,0.0,0.0,0.0
Jan,Associação Jardim Infantil de Ferrel,https://infantarioferrel.educabiz.com,140.0,11.0,0.0,365.0,0.0,403.0,0.0,0.0,0.0
Jan,Associação Luiz Pereira Motta,https://alpm.educabiz.com,315.0,29.0,0.0,1439.0,0.0,377.0,0.0,0.0,0.0
Jan,Associação Moimentense de Apoio,https://amai.educabiz.com,90.0,1.0,58.0,678.0,0.0,325.0,0.0,4.0,2.0
Jan,"Associação ""O Saltarico""",https://osaltarico.educabiz.com,344.0,14.0,0.0,1008.0,4.0,219.0,0.0,0.0,2.0
Jan,Associação Os Cucos,https://oscucos.educabiz.com,199.0,5.0,417.0,569.0,9.0,250.0,0.0,0.0,0.0
Jan,ASSOCIAÇÃO O SOCORRO GAEIRENSE,https://socorrogaeirense.educabiz.com,58.0,6.0,0.0,50.0,0.0,108.0,0.0,0.0,0.0
Jan,Associação Rumo à Vida,https://rumoavida.educabiz.com,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Jan,Associação Social de Pereira,https://asp.educabiz.com,42.0,18.0,0.0,740.0,2.0,108.0,0.0,0.0,1.0
Jan,Assoc. Solid. Social Dornelas do Zêzere,https://assdz.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Ass. para o Desenv. de Galegos,https://apdgalegos.educabiz.com,42.0,4.0,0.0,95.0,1.0,97.0,0.0,0.0,0.0
Jan,Astoria International School,https://colegioeuropeu-astoria.educabiz.com,108.0,3.0,0.0,766.0,0.0,321.0,0.0,0.0,0.0
Jan,ATC.ON,https://colegioatc.educabiz.com,298.0,27.0,0.0,541.0,10.0,480.0,0.0,0.0,0.0
Jan,A TEIA,https://ateia.educabiz.com,112.0,40.0,49.0,104.0,8.0,204.0,0.0,2.0,0.0
Jan,Atelier dos Trakinas,https://ateliertrakinas.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Atrium7,https://atrium7.educabiz.com,105.0,19.0,41.0,383.0,0.0,176.0,0.0,0.0,0.0
Jan,A Turma dos Traquinas,https://turmadostraquinas.educabiz.com,73.0,21.0,0.0,473.0,2.0,133.0,0.0,0.0,0.0
Jan,Auxílio Maternal do Funchal,https://auxmatfunchal.educabiz.com,0.0,0.0,158.0,71.0,0.0,0.0,0.0,0.0,0.0
Jan,Babymoura,https://babymoura.educabiz.com,75.0,13.0,0.0,207.0,0.0,160.0,0.0,0.0,0.0
Jan,BAITUL ILM,https://baitulilm.educabiz.com,0.0,0.0,353.0,174.0,0.0,0.0,0.0,0.0,0.0
Jan,Bambi,https://bambi.educabiz.com,44.0,7.0,0.0,124.0,0.0,94.0,0.0,1.0,0.0
Jan,Bê-à-bá,https://beaba.educabiz.com,79.0,9.0,0.0,55.0,12.0,171.0,0.0,3.0,0.0
Jan,Bebé a Bordo,https://crechebebeabordo.educabiz.com,127.0,16.0,78.0,921.0,11.0,324.0,0.0,1.0,0.0
Jan,Bela Infância,https://belainfancia.educabiz.com,184.0,42.0,87.0,510.0,0.0,398.0,0.0,0.0,0.0
Jan,Be Smart With Us - Alfragide,https://besmartwithusalfragide.educabiz.com,27.0,0.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0
Jan,Be Smart With Us - Amadora,https://besmartwithusamadora.educabiz.com,47.0,0.0,40.0,34.0,0.0,0.0,0.0,0.0,0.0
Jan,Be Smart With Us - Loures,https://besmartwithusloures.educabiz.com,106.0,0.0,115.0,152.0,0.0,0.0,0.0,0.0,0.0
Jan,Be Smart With Us - Odivelas,https://besmartwithusodivelas.educabiz.com,53.0,2.0,127.0,101.0,0.0,0.0,0.0,0.0,0.0
Jan,Best Education,https://besteducation.educabiz.com,0.0,0.0,64.0,4.0,0.0,0.0,0.0,0.0,0.0
Jan,BOGALHA,https://bogalha.educabiz.com,311.0,38.0,0.0,995.0,25.0,571.0,0.0,0.0,10.0
Jan,Bolinha de Sabão,https://bolinhadesabao.educabiz.com,35.0,10.0,4.0,102.0,0.0,77.0,0.0,1.0,0.0
Jan,Brainclick,https://brainclick.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Brighton Learning Centre,https://aclamg.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Brinca e Educa 1,https://brincaeeduca1.educabiz.com,93.0,24.0,52.0,629.0,0.0,254.0,0.0,0.0,0.0
Jan,Brincar e Inventar,https://brincar-e-inventar.educabiz.com,53.0,1.0,40.0,138.0,0.0,57.0,0.0,0.0,0.0
Jan,Bristol School,https://bristolschool.educabiz.com,457.0,12.0,461.0,1224.0,5.0,375.0,0.0,0.0,0.0
Jan,Bristol School - Ermesinde,https://bristolermesinde.educabiz.com,555.0,17.0,533.0,1474.0,1.0,478.0,0.0,0.0,0.0
Jan,Bristol School - Ponta Delgada,https://bristolpontadelgada.educabiz.com,263.0,10.0,140.0,255.0,3.0,374.0,0.0,0.0,0.0
Jan,Caderno Mágico,https://cadernomagico.educabiz.com,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
Jan,CAF Pinto de Carvalho,https://cafpintodecarvalho.educabiz.com,169.0,11.0,0.0,853.0,5.0,457.0,0.0,0.0,2.0
Jan,CAIDI,https://caidi.educabiz.com,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Caixinha de Cores,https://caixinhadecores.educabiz.com,84.0,7.0,73.0,539.0,15.0,199.0,0.0,0.0,0.0
Jan,CAJ João Paulo II,https://caj.educabiz.com,93.0,7.0,0.0,506.0,0.0,260.0,0.0,2.0,0.0
Jan,Cantinho da Leitura,https://cantinhodeleitura.educabiz.com,11.0,2.0,72.0,137.0,5.0,57.0,0.0,0.0,6.0
Jan,Cantinho do Jubas,https://cantinhodojubas.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,CAPP,https://capp.educabiz.com,128.0,24.0,0.0,545.0,1.0,282.0,0.0,0.0,3.0
Jan,Carinhos Escritos,https://carinhosescritos.educabiz.com,112.0,14.0,63.0,434.0,0.0,194.0,0.0,0.0,0.0
Jan,Cáritas Diocesana Bragança-Miranda,https://caritasbm.educabiz.com,165.0,22.0,0.0,257.0,7.0,480.0,0.0,0.0,0.0
Jan,Cáritas Diocesana de Coimbra,https://caritascoimbra.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Casa da Árvore,https://casadarvore.educabiz.com,92.0,8.0,75.0,11.0,0.0,0.0,0.0,0.0,0.0
Jan,Casa da Boavista - ACIP,https://acip-boavista.educabiz.com,8.0,0.0,33.0,14.0,68.0,0.0,0.0,0.0,0.0
Jan,Casa da Criança do Rogil,https://ccrogil.educabiz.com,68.0,1.0,0.0,88.0,1.0,180.0,0.0,0.0,0.0
Jan,Casa da Imaculada Conceição,https://imaculadaconceicao.educabiz.com,66.0,17.0,17.0,126.0,0.0,180.0,0.0,2.0,0.0
Jan,Casa da Palmeira,https://casadapalmeira.educabiz.com,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Jan,Casa da Primeira Infância,https://cpi.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,CASA DA PROVIDENCIA DE SÃO JOSÉ,https://cpsjose.educabiz.com,92.0,5.0,23.0,970.0,0.0,285.0,0.0,1.0,0.0
Jan,Casa da Villa - ACIP,https://acip-villa.educabiz.com,14.0,0.0,34.0,21.0,38.0,44.0,0.0,0.0,0.0
Jan,Casa de Santa Isabel,https://florinhas-csi.educabiz.com,85.0,4.0,0.0,70.0,2.0,264.0,0.0,0.0,2.0
Jan,Casa do Menino Jesus,https://casameninojesus.educabiz.com,73.0,2.0,0.0,140.0,0.0,248.0,0.0,0.0,0.0
Jan,Casa do Povo da Madalena,https://casa-do-povo-da-madalena.educabiz.com,149.0,31.0,161.0,1666.0,1.0,453.0,0.0,0.0,0.0
Jan,Casa do Povo de Arazede,https://casapovoarazede.educabiz.com,74.0,4.0,47.0,271.0,1.0,165.0,0.0,0.0,0.0
Jan,Casa do Povo de Creixomil IPSS,https://casadopovocreixomil.educabiz.com,117.0,13.0,0.0,282.0,17.0,153.0,0.0,0.0,0.0
Jan,Casa do Povo de Porto Judeu,https://cppj.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Casa do Povo de Serzedelo,https://casadopovoserzedelo.educabiz.com,140.0,0.0,0.0,380.0,4.0,193.0,0.0,0.0,4.0
Jan,Casa do Povo de S. Julião Freixo,https://casademagalhaes.educabiz.com,45.0,0.0,15.0,199.0,6.0,133.0,0.0,2.0,0.0
Jan,Casa do Povo do Concelho da Lourinhã,https://cpcl.educabiz.com,223.0,26.0,0.0,257.0,0.0,549.0,0.0,0.0,0.0
Jan,Casa do Sol,https://casadosol.educabiz.com,81.0,3.0,51.0,14.0,5.0,360.0,0.0,3.0,0.0
Jan,Casa N. Sra. do Castelo - AOASSVP,https://cnscastelo.educabiz.com,52.0,1.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0
Jan,Casa Povo Rabo de Peixe,https://cprabopeixe.educabiz.com,90.0,1.0,0.0,315.0,2.0,220.0,0.0,0.0,0.0
Jan,Casa Vera Cruz,https://cspveracruz.educabiz.com,393.0,198.0,291.0,1427.0,39.0,1271.0,0.0,0.0,6.0
Jan,C.A.S.C.U.Z.,https://cascuz.educabiz.com,54.0,5.0,0.0,27.0,0.0,150.0,0.0,0.0,0.0
Jan,Casinha de Nossa Senhora,https://casinhanossasenhora.educabiz.com,55.0,21.0,0.0,106.0,0.0,104.0,0.0,4.0,0.0
Jan,Caso Notável,https://casonotavel.educabiz.com,182.0,57.0,148.0,63.0,0.0,0.0,0.0,0.0,0.0
Jan,CATICA,https://catica.educabiz.com,117.0,6.0,0.0,882.0,0.0,191.0,0.0,0.0,0.0
Jan,Cavadinhas,https://cavadinhas.educabiz.com,59.0,7.0,28.0,381.0,0.0,221.0,0.0,0.0,0.0
Jan,CBC - Associação para a Infância,https://cbc2.educabiz.com,32.0,2.0,36.0,166.0,0.0,74.0,0.0,0.0,0.0
Jan,CBEI de Monte Real,https://cbeimontereal.educabiz.com,89.0,5.0,0.0,520.0,19.0,328.0,0.0,0.0,0.0
Jan,CCPARADAS,https://ccparadas.educabiz.com,231.0,51.0,0.0,827.0,25.0,622.0,0.0,0.0,0.0
Jan,CCP de Famões,https://ccparoquial-famoes.educabiz.com,215.0,7.0,0.0,1032.0,7.0,385.0,0.0,0.0,0.0
Jan,CCR CCR Creche,https://ccrccr.educabiz.com,88.0,5.0,42.0,644.0,0.0,208.0,0.0,0.0,4.0
Jan,CCR CCR - JI/EB/CAE/PAV,https://ccrccrji.educabiz.com,198.0,18.0,138.0,1462.0,0.0,0.0,0.0,0.0,5.0
Jan,CENSA,https://censa.educabiz.com,1.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Apoio Social Mozelos,https://casm.educabiz.com,366.0,61.0,0.0,761.0,28.0,872.0,0.0,0.0,16.0
Jan,Centro Arvorense,https://centroarvorense.educabiz.com,128.0,9.0,200.0,835.0,0.0,373.0,0.0,3.0,0.0
Jan,Centro Comunitário,https://centrocomunitario.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Comunitário do Laranjeiro Feijó,https://cclaranjeirofeijo.educabiz.com,125.0,7.0,0.0,351.0,0.0,85.0,0.0,0.0,0.0
Jan,Centro Cultural B.S.J.O.Q,https://ccbsjoq.educabiz.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro de Apoio Social de Carvoeiro,https://cascarvoeiro.educabiz.com,104.0,0.0,0.0,518.0,2.0,209.0,0.0,0.0,0.0
Jan,Centro de Assistência Paroquial de Amora,https://capa.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro de Educação Integral,https://cei.educabiz.com,204.0,10.0,0.0,1030.0,3.0,525.0,0.0,0.0,0.0
Jan,Centro de Estudos - Anjos do Saber,https://ceanjosdosaber.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro de Estudos da Trofa,https://cetrofa.educabiz.com,102.0,14.0,52.0,54.0,0.0,12.0,0.0,0.0,0.0
Jan,Centro de Estudos Eureka,https://eureka.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro e Colégio Sagrado Coração de Jesus,https://cscjb.educabiz.com,253.0,58.0,0.0,1114.0,0.0,276.0,0.0,5.0,0.0
Jan,Centro Humanitário de Lisboa da Cruz,https://crecheninoni.educabiz.com,50.0,3.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Imaculado Coração de Maria,https://centroicmaria.educabiz.com,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Infantil Augusto Piteira,https://ciaugustopiteira.educabiz.com,70.0,2.0,21.0,23.0,12.0,56.0,0.0,4.0,2.0
Jan,Centro Infantil de Santo Tirso,https://cist.educabiz.com,83.0,5.0,0.0,138.0,15.0,288.0,0.0,0.0,4.0
Jan,Centro Infantil de Valbom,https://civ.educabiz.com,94.0,1.0,0.0,741.0,17.0,355.0,0.0,2.0,0.0
Jan,Centro Infantil Dr. António Costa Leal,https://cidacl-mutualismo.educabiz.com,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Infantil e Juvenil de Alenquer,https://cijalenquer.educabiz.com,405.0,19.0,0.0,2667.0,0.0,375.0,0.0,0.0,14.0
Jan,Centro Infantil João de Deus - Campo Grande,https://cijdcampogrande.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Infantil Quinta dos Pardais,https://scmaqtpardais.educabiz.com,157.0,28.0,0.0,622.0,14.0,262.0,0.0,0.0,1.0
Jan,Centro Infantil - SCM de Beja,https://scmbeja.educabiz.com,194.0,27.0,0.0,624.0,9.0,427.0,0.0,2.0,0.0
Jan,Centro Infantil - SCMSJM,https://centroinfantil.educabiz.com,161.0,4.0,0.0,2247.0,14.0,241.0,0.0,0.0,0.0
Jan,Centro Infantil Sebastião da Gama,https://casadopovoazeitao.educabiz.com,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Infantil Yeshua e ATL,https://centroinfantilyeshua.educabiz.com,5.0,0.0,7.0,30.0,0.0,6.0,0.0,0.0,0.0
Jan,Centro Infanto Juvenil A. Freire Gomes,https://asmf.educabiz.com,76.0,0.0,0.0,121.0,0.0,138.0,0.0,0.0,0.0
Jan,Centro Paroquial de Almeirim,https://cpalmeirim.educabiz.com,208.0,25.0,67.0,763.0,0.0,404.0,0.0,0.0,0.0
Jan,Centro Paroquial de Cacilhas,https://cpcacilhas.educabiz.com,60.0,3.0,2.0,230.0,1.0,23.0,0.0,0.0,0.0
Jan,Centro Paroquial de Fernão Ferro,https://centroaberto.educabiz.com,191.0,28.0,81.0,359.0,5.0,488.0,0.0,0.0,0.0
Jan,Centro Paroquial de Seia,https://cpseia.educabiz.com,177.0,26.0,0.0,338.0,16.0,470.0,0.0,0.0,0.0
Jan,Centro Paroquial do Castelo,https://cpcastelo.educabiz.com,277.0,133.0,0.0,1403.0,32.0,925.0,0.0,0.0,0.0
Jan,Centro Quiz,https://centroquiz.educabiz.com,0.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Sagrada Família,https://csagradafamilia.educabiz.com,214.0,22.0,0.0,1203.0,18.0,535.0,0.0,1.0,0.0
Jan,Centro Sapienti,https://sapientione.educabiz.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Centro Ser Mais,https://centrosermais.educabiz.com,148.0,1.0,203.0,62.0,0.0,0.0,0.0,0.0,0.0
Jan,Centros MegaKids,https://centrosmegakids.educabiz.com,43.0,21.0,0.0,23.0,0.0,38.0,0.0,0.0,0.0
